Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,011_Bourgeanic_acid
1417,817.1928,457.578,658400.0,1,855.0,0,pos_adduct,adduct,0,[M+H]+,POS,1851.0,114,,,,,,,,,,,,,,,,,,,,,2686847.489
1418,125.9865,326.046,924300.0,1,856.0,0,pos_adduct,adduct,0,[M+H]+,POS,1853.0,54,,,,,,,,,,,,,,,,,,,,,3120692.392
1419,411.094,293.192,149200.0,1,857.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1854.0,23,,,,,,,,,,,,,,,,,,,,,1784071.369
1420,1021.3062,504.543,76100.0,1,858.0,0,pos_singleton,singleton,0,,POS,1855.0,-1,,,,,,,,,,,,,,,,,,,,,1411889.998
1421,370.2723,299.082,196800.0,1,859.0,0,pos_singleton,singleton,0,,POS,1856.0,-1,,,,,,,,,,,,,,,,,,,,,2411776.686
1424,707.1681,422.666,1023600.0,1,862.0,0,pos_cossingleton,cossingleton,0,,POS,1862.0,6,,,,,,,,,,,,,,,,,,,,,1092227.127
1425,698.2202,499.322,74600.0,1,863.0,0,pos_singleton,singleton,0,,POS,1863.0,-1,,,,,,,,,,,,,,,,,,,,,1990321.85
1426,211.1694,120.967,1293300.0,1,864.0,0,pos_cossingleton,cossingleton,0,,POS,1864.0,147,,,,,,,,,,,,,,,,,,,,,1876743.465
1428,362.2901,281.961,194100.0,1,866.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,1868.0,26,,,,,,,,,,,,,,,,,,,,,1783666.572
1429,186.981,272.64,388300.0,1,867.0,0,pos_cossingleton,cossingleton,0,,POS,1869.0,9,,,,,,,,,,,,,,,,,,,,,3212645.558
1430,568.1921,411.003,1784100.0,1,868.0,0,pos_cossingleton,cossingleton,0,,POS,1870.0,13,,,,,,,,,,,,,,,,,,,,,1578516.54
1431,723.1433,422.411,168100.0,1,869.0,0,pos_singleton,singleton,0,,POS,1871.0,-1,,,,,,,,,,,,,,,,,,,,,1122937.07
1432,834.2222,485.338,9028000.0,1,870.0,0,pos_cossingleton,cossingleton,0,,POS,1873.0,13,,,,,,,,,,,,,,,,,,,,,1864423.74
1433,790.2506,466.064,6602600.0,1,871.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1874.0,13,,,,,,,,,,,,,,,,,,,,,1060704.814
1434,894.1871,478.144,713900.0,1,872.0,0,pos_cossingleton,cossingleton,0,,POS,1875.0,34,,,,,,,,,,,,,,,,,,,,,1342671.816
1435,186.9563,39.483,395900.0,1,873.0,0,pos_cossingleton,cossingleton,0,,POS,1877.0,32,,,,,,,,,,,,,,,,,,,,,1800310.51
1436,595.1619,475.935,73300.0,1,874.0,0,pos_singleton,singleton,0,,POS,1878.0,-1,,,,,,,,,,,,,,,,,,,,,1640862.324
1438,163.1329,101.829,698800.0,1,876.0,0,pos_cossingleton,cossingleton,0,,POS,1880.0,49,,,,,,,,,,,,,,,,,,,,,3001003.49
1439,163.039,280.668,2414000.0,1,877.0,0,pos_cossingleton,cossingleton,0,,POS,1881.0,55,,,,,,,,,,,,,,,,,,,,,3013085.398
1441,355.0677,475.31,193700.0,1,879.0,0,pos_cossingleton,cossingleton,0,,POS,1883.0,8,,,,,,,,,,,,,,,,,,,,,1202897.568
1442,1023.3019,504.676,137700.0,1,880.0,0,pos_singleton,singleton,0,,POS,1885.0,-1,,,,,,,,,,,,,,,,,,,,,995974.7954
1443,404.3373,301.149,26400.0,1,881.0,0,pos_singleton,singleton,0,,POS,1886.0,-1,,,,,,,,,,,,,,,,,,,,,939452.0405
1444,301.1411,288.535,323700.0,1,882.0,0,pos_cossingleton,cossingleton,0,,POS,1888.0,23,,,,,,,,,,,,,,,,,,,,,2263531.772
1446,575.1055,370.602,107900.0,1,884.0,0,pos_adduct,adduct,0,[M+K]+,POS,1892.0,8,,,,,,,,,,,,,,,,,,,,,1168281.346
1447,143.9969,37.989,1047700.0,1,885.0,0,pos_fragment,fragment,0,,POS,1893.0,41,,,,,,,,,,,,,,,,,,,,,1056441.197
1448,878.2813,455.227,106200.0,1,886.0,0,pos_singleton,singleton,0,,POS,1894.0,-1,,,,,,,,,,,,,,,,,,,,,749950.6519
1449,934.2905,487.094,40700.0,1,887.0,0,pos_singleton,singleton,0,,POS,1895.0,-1,,,,,,,,,,,,,,,,,,,,,3382852.787
1453,496.4211,357.817,181200.0,1,891.0,0,pos_cossingleton,cossingleton,0,,POS,1900.0,125,,,,,,,,,,,,,,,,,,,,,3140757.975
1454,221.1537,255.448,229200.0,1,892.0,0,pos_adduct,adduct,0,[M+H]+,POS,1901.0,27,,,,,,,,,,,,,,,,,,,,,1533301.1930000002
1455,267.1568,100.107,75700.0,1,893.0,0,pos_singleton,singleton,0,,POS,1902.0,-1,,,,,,,,,,,,,,,,,,,,,2312506.074
1456,199.988,31.701,258700.0,1,894.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1903.0,71,,,,,,,,,,,,,,,,,,,,,951680.2414
1458,264.1443,99.688,13200.0,1,896.0,0,pos_singleton,singleton,0,,POS,1907.0,-1,,,,,,,,,,,,,,,,,,,,,905890.7658
1459,171.1492,165.18,201600.0,1,897.0,0,pos_cossingleton,cossingleton,0,,POS,1910.0,132,,,,,,,,,,,,,,,,,,,,,694130.7104
1460,171.1491,283.195,203300.0,1,898.0,0,pos_cossingleton,cossingleton,0,,POS,1911.0,132,,,,,,,,,,,,,,,,,,,,,2199227.661
1461,197.9265,13.208,323800.0,1,899.0,0,pos_cossingleton,cossingleton,0,,POS,1912.0,69,,,,,,,,,,,,,,,,,,,,,478951.5105
1462,171.1493,305.116,198900.0,1,900.0,0,pos_cossingleton,cossingleton,0,,POS,1913.0,132,,,,,,,,,,,,,,,,,,,,,2752388.774
1463,537.1497,370.353,1790300.0,1,901.0,0,pos_adduct,adduct,0,[M+H]+,POS,1914.0,8,,,,,,,,,,,,,,,,,,,,,720886.25
1465,258.2429,175.994,49200.0,1,903.0,0,pos_singleton,singleton,0,,POS,1916.0,-1,,,,,,,,,,,,,,,,,,,,,1022798.843
1466,248.1493,89.316,19100.0,1,904.0,0,pos_singleton,singleton,0,,POS,1919.0,-1,,,,,,,,,,,,,,,,,,,,,748977.5653
1468,480.1577,369.725,344100.0,1,906.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1925.0,47,,,,,,,,,,,,,,,,,,,,,716319.0779
1469,1002.2487,466.542,2150600.0,1,907.0,0,pos_cossingleton,cossingleton,0,,POS,1926.0,34,,,,,,,,,,,,,,,,,,,,,818288.7088
1470,226.0123,341.061,349700.0,1,908.0,0,pos_cossingleton,cossingleton,0,,POS,1928.0,9,,,,,,,,,,,,,,,,,,,,,1956916.629
1477,243.1356,255.561,77900.0,1,915.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1937.0,27,,,,,,,,,,,,,,,,,,,,,849510.9858
1478,952.3014,471.891,191000.0,1,916.0,0,pos_cossingleton,cossingleton,0,,POS,1938.0,127,,,,,,,,,,,,,,,,,,,,,630488.9606
1479,181.0142,340.962,955900.0,1,917.0,0,pos_cossingleton,cossingleton,0,,POS,1940.0,9,,,,,,,,,,,,,,,,,,,,,1164220.336
1480,266.2113,255.824,45800.0,1,918.0,0,pos_singleton,singleton,0,,POS,1942.0,-1,,,,,,,,,,,,,,,,,,,,,726944.9015
1482,140.0682,154.907,233300.0,1,920.0,0,pos_singleton,singleton,0,,POS,1944.0,-1,,,,,,,,,,,,,,,,,,,,,393368.5959
1485,195.0653,152.432,1137000.0,1,923.0,0,pos_cossingleton,cossingleton,0,,POS,1948.0,55,,,,,,,,,,,,,,,,,,,,,454871.8935
1486,582.1526,462.118,674600.0,1,924.0,0,pos_cossingleton,cossingleton,0,,POS,1949.0,6,,,,,,,,,,,,,,,,,,,,,568094.0017
1487,434.17,292.991,36400.0,1,925.0,0,pos_singleton,singleton,0,,POS,1950.0,-1,,,,,,,,,,,,,,,,,,,,,626801.0434
1488,147.0659,457.236,212200.0,1,926.0,0,pos_cossingleton,cossingleton,0,,POS,1951.0,157,,,,,,,,,,,,,,,,,,,,,520351.3824
1490,238.1801,255.723,245500.0,1,928.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1954.0,27,,,,,,,,,,,,,,,,,,,,,680619.7048
1492,330.2642,237.935,43900.0,1,930.0,0,pos_singleton,singleton,0,,POS,1957.0,-1,,,,,,,,,,,,,,,,,,,,,1655428.951
1493,296.256,195.579,72200.0,1,931.0,0,pos_singleton,singleton,0,,POS,1960.0,-1,,,,,,,,,,,,,,,,,,,,,423015.1331
1494,308.2586,310.336,481100.0,1,932.0,0,pos_singleton,singleton,0,,POS,1963.0,-1,,,,,,,,,,,,,,,,,,,,,979178.3793
1495,873.1602,457.754,131000.0,1,933.0,0,pos_singleton,singleton,0,,POS,1964.0,-1,,,,,,,,,,,,,,,,,,,,,629877.3989
1498,182.9851,215.71,526300.0,1,936.0,0,pos_cossingleton,cossingleton,0,,POS,1967.0,112,,,,,,,,,,,,,,,,,,,,,746319.9722
1500,494.1734,382.458,487000.0,1,938.0,0,pos_cossingleton,cossingleton,0,,POS,1969.0,13,,,,,,,,,,,,,,,,,,,,,300141.6684
1501,399.2515,342.366,234000.0,1,939.0,0,pos_singleton,singleton,0,,POS,1970.0,-1,,,,,,,,,,,,,,,,,,,,,421614.3270000001
1502,695.3577,356.33,642500.0,1,940.0,0,pos_adduct,adduct,0,[M+NH4+CH3CN]+,POS,1971.0,20,,,,,,,,,,,,,,,,,,,,,281098.8653
1503,418.2808,214.286,206000.0,1,941.0,0,pos_cossingleton,cossingleton,0,,POS,1973.0,145,,,,,,,,,,,,,,,,,,,,,896781.6708
1504,212.1645,322.46,267200.0,1,942.0,0,pos_cossingleton,cossingleton,0,,POS,1974.0,19,,,,,,,,,,,,,,,,,,,,,250437.1122
1505,371.1014,293.027,210700.0,1,943.0,0,pos_cossingleton,cossingleton,0,,POS,1975.0,6,,,,,,,,,,,,,,,,,,,,,273612.737
1506,319.2249,298.767,126400.0,1,944.0,0,pos_singleton,singleton,0,,POS,1976.0,-1,,,,,,,,,,,,,,,,,,,,,393106.572
1507,143.9969,298.629,987700.0,1,945.0,0,pos_fragment,fragment,0,,POS,1977.0,75,,,,,,,,,,,,,,,,,,,,,647204.5431
1508,519.1398,370.279,262800.0,1,946.0,0,pos_cossingleton,cossingleton,0,,POS,1979.0,13,,,,,,,,,,,,,,,,,,,,,206686.6901
1510,399.1473,279.21,236600.0,1,948.0,0,pos_singleton,singleton,0,,POS,1981.0,-1,,,,,,,,,,,,,,,,,,,,,445791.982
1511,195.0653,265.154,744700.0,1,949.0,0,pos_cossingleton,cossingleton,0,,POS,1983.0,55,,,,,,,,,,,,,,,,,,,,,510024.7467
1514,205.0861,289.633,708200.0,1,952.0,0,pos_fragment,fragment,0,,POS,1986.0,59,,,,,,,,,,,,,,,,,,,,,421040.6072
1515,273.2537,181.33,365300.0,1,953.0,0,pos_precursor,precursor,0,,POS,1987.0,19,,,,,,,,,,,,,,,,,,,,,435117.935
1516,406.1385,292.952,277100.0,1,954.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,1989.0,23,,,,,,,,,,,,,,,,,,,,,195827.9047
1517,332.2798,311.909,59400.0,1,955.0,0,pos_singleton,singleton,0,,POS,1990.0,-1,,,,,,,,,,,,,,,,,,,,,333772.1071
1518,387.0592,210.428,551200.0,1,956.0,0,pos_singleton,singleton,0,,POS,1992.0,-1,,,,,,,,,,,,,,,,,,,,,287516.9703
1519,614.1814,394.56,1093000.0,1,957.0,0,pos_precursor,precursor,0,,POS,1993.0,6,,,,,,,,,,,,,,,,,,,,,133618.8459
1521,873.2663,456.747,58900.0,1,959.0,0,pos_singleton,singleton,0,,POS,1995.0,-1,,,,,,,,,,,,,,,,,,,,,345120.495
1522,245.0788,193.985,70800.0,1,960.0,0,pos_singleton,singleton,0,,POS,1996.0,-1,,,,,,,,,,,,,,,,,,,,,159886.3131
1523,355.0695,370.294,247300.0,1,961.0,0,pos_fragment,fragment,0,,POS,1997.0,8,,,,,,,,,,,,,,,,,,,,,132478.751
1525,786.2536,464.624,107900.0,1,963.0,0,pos_singleton,singleton,0,,POS,1999.0,-1,,,,,,,,,,,,,,,,,,,,,214476.8678
1526,304.2484,311.929,367700.0,1,964.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,2000.0,44,,,,,,,,,,,,,,,,,,,,,218398.5514
1528,317.1152,290.0,32000.0,1,966.0,0,pos_singleton,singleton,0,,POS,2002.0,-1,,,,,,,,,,,,,,,,,,,,,280341.1242
1529,359.1471,284.998,120800.0,1,967.0,0,pos_singleton,singleton,0,,POS,2003.0,-1,,,,,,,,,,,,,,,,,,,,,115366.9176
1532,358.2953,280.795,47800.0,1,970.0,0,pos_singleton,singleton,0,,POS,2007.0,-1,,,,,,,,,,,,,,,,,,,,,375327.814
1533,596.223,410.282,49300.0,1,971.0,0,pos_singleton,singleton,0,,POS,2008.0,-1,,,,,,,,,,,,,,,,,,,,,108567.5212
1536,314.9426,368.412,4202000.0,1,974.0,0,pos_cossingleton,cossingleton,0,,POS,2011.0,56,,,,,,,,,,,,,,,,,,,,,246205.8038
1538,336.2899,304.704,58200.0,1,976.0,0,pos_singleton,singleton,0,,POS,2013.0,-1,,,,,,,,,,,,,,,,,,,,,294554.4245
1540,358.368,289.496,186700.0,1,978.0,0,pos_cossingleton,cossingleton,0,,POS,2015.0,14,,,,,,,,,,,,,,,,,,,,,90885.09078
1541,266.2327,184.498,262900.0,1,979.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,2016.0,63,,,,,,,,,,,,,,,,,,,,,128369.6985
1542,369.1253,306.359,207700.0,1,980.0,0,pos_cossingleton,cossingleton,0,,POS,2017.0,160,,,,,,,,,,,,,,,,,,,,,215834.5699
1544,267.172,296.092,406000.0,1,982.0,0,pos_cossingleton,cossingleton,0,,POS,2019.0,45,,,,,,,,,,,,,,,,,,,,,228073.3126
1545,402.3579,316.453,330000.0,1,983.0,0,pos_cossingleton,cossingleton,0,,POS,2020.0,129,,,,,,,,,,,,,,,,,,,,,205897.1259
1546,314.9436,380.181,3037700.0,1,984.0,0,pos_cossingleton,cossingleton,0,,POS,2021.0,56,,,,,,,,,,,,,,,,,,,,,350754.9109
1547,425.2897,345.939,473300.0,1,985.0,0,pos_singleton,singleton,0,,POS,2022.0,-1,,,,,,,,,,,,,,,,,,,,,79874.2351
1548,199.1696,312.097,250900.0,1,986.0,0,pos_fragment,fragment,0,,POS,2023.0,44,,,,,,,,,,,,,,,,,,,,,100204.3884
1549,378.3217,255.692,276900.0,1,987.0,0,pos_singleton,singleton,0,,POS,2024.0,-1,,,,,,,,,,,,,,,,,,,,,66550.65384
1550,376.0603,267.632,84900.0,1,988.0,0,pos_cossingleton,cossingleton,0,,POS,2026.0,124,,,,,,,,,,,,,,,,,,,,,176300.417
1551,414.3225,275.771,131000.0,1,989.0,0,pos_singleton,singleton,0,,POS,2029.0,-1,,,,,,,,,,,,,,,,,,,,,38516.06755
1552,151.0966,28.224,174600.0,1,990.0,0,pos_singleton,singleton,0,,POS,2030.0,-1,,,,,,,,,,,,,,,,,,,,,101350.9381
1553,414.1832,310.484,68100.0,1,991.0,0,pos_singleton,singleton,0,,POS,2031.0,-1,,,,,,,,,,,,,,,,,,,,,46580.15359
1556,299.184,207.304,93500.0,1,994.0,0,pos_singleton,singleton,0,,POS,2035.0,-1,,,,,,,,,,,,,,,,,,,,,38439.57398
1557,459.3828,372.726,790800.0,1,995.0,0,pos_singleton,singleton,0,,POS,2037.0,-1,,,,,,,,,,,,,,,,,,,,,25233.86094
1558,443.2061,297.158,514600.0,1,996.0,0,pos_singleton,singleton,0,,POS,2038.0,-1,,,,,,,,,,,,,,,,,,,,,33704.57917
1559,372.2874,321.498,50422700.0,0,,0,mix_neutral,neutral,8,,MIX,,5,,,,,,,,,,,,,,,CNP0333887,372.2876,0.2,O=C(OC(CO)CO)CCCCCCCC(O)CCC=CCCCCC,"InChI=1S/C21H40O5/c1-2-3-4-5-6-8-11-14-19(24)15-12-9-7-10-13-16-21(25)26-20(17-22)18-23/h6,8,19-20,22-24H,2-5,7,9-18H2,1H3",FHSDYFSJAFSCKH-UHFFFAOYSA-N,928391625.379
1560,386.3023,334.481,687125100.0,0,,0,mix_neutral,neutral,13,,MIX,,0,Bourgeanic acid,790.6408,332.307007,[2M+NH4]+,C22H42O5,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,"InChI=1S/C22H42O5/c1-9-13(3)11-15(5)19(23)17(7)22(26)27-20(18(8)21(24)25)16(6)12-14(4)10-2/h13-20,23H,9-12H2,1-8H3,(H,24,25)/t13-,14-,15-,16-,17+,18+,19+,20+/m1/s1",ZQEUMOKDJCSNHB-IHRHECOVSA-N,Acids,Thermo Q-Exactive Focus,0.99,21,2.5,,,,,,,,16527401254.86
1562,368.2569,275.813,816066000.0,0,,0,mix_neutral,neutral,6,,MIX,,7,Dihydromuronic acid,386.2906,276.194,[M+NH4]+,C21H36O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,Paraconic acids,Thermo Q-Exactive Focus,0.95,14,0.3,,CNP0315379,368.2563,0.6,O=C1OC(=CC(OC)=C1CO)C(O)(C)CCCCCCCCCCCC,"InChI=1S/C21H36O5/c1-4-5-6-7-8-9-10-11-12-13-14-21(2,24)19-15-18(25-3)17(16-22)20(23)26-19/h15,22,24H,4-14,16H2,1-3H3",YOEVWRYJHFPBMU-UHFFFAOYSA-N,32607.02635
1564,145.9304,2.33,1030200.0,0,,0,neg_neutral,neutral,2,,NEG,,30,,,,,,,,,,,,,,,,,,,,,8973606.056
1566,129.9576,9.94,1099100.0,0,,0,neg_neutral,neutral,3,,NEG,,10,,,,,,,,,,,,,,,,,,,,,29603386.056
1567,145.9308,504.8,16615900.0,0,,0,neg_neutral,neutral,4,,NEG,,1,,,,,,,,,,,,,,,,,,,,,47308963.686
1568,145.9302,512.95,3490200.0,0,,0,neg_neutral,neutral,2,,NEG,,18,,,,,,,,,,,,,,,,,,,,,116756219.36
1569,283.939,508.43,662900.0,0,,0,neg_neutral,neutral,2,,NEG,,15,,,,,,,,,,,,,,,,,,,,,14719476.975
1570,175.963,505.47,4238900.0,0,,0,neg_neutral,neutral,2,,NEG,,15,,,,,,,,,,,,,,,,,,,,,62542622.503
1571,385.9428,13.9,934800.0,0,,0,neg_neutral,neutral,2,,NEG,,74,,,,,,,,,,,,,,,,,,,,,7196926.639
1572,744.1467,441.38,5103800.0,0,,0,mix_neutral,neutral,6,,MIX,,17,,,,,,,,,,,,,,,,,,,,,10093487.549
1574,85.4351,507.97,3927700.0,0,,0,neg_neutral,neutral,2,,NEG,,62,,,,,,,,,,,,,,,,,,,,,27055620.29
1575,97.9536,506.0,2185600.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,5526535.634
1576,100.9331,504.57,990700.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,14853397.25
1577,356.1659,375.15,3771800.0,0,,0,neg_neutral,neutral,3,,NEG,,28,,,,,,,,,,,,,,,,,,,,,33589891.3367
1578,744.1473,457.32,4570900.0,0,,0,neg_neutral,neutral,3,,NEG,,50,,,,,,,,,,,,,,,,,,,,,12177424.795
1579,145.9309,443.96,694100.0,0,,0,neg_neutral,neutral,3,,NEG,,46,,,,,,,,,,,,,,,,,,,,,7587794.675
1581,342.09,447.56,14652000.0,0,,0,mix_neutral,neutral,4,,MIX,,11,,,,,,,,,,,,,,,,,,,,,31324439.989
1582,172.8672,508.03,2787900.0,0,,0,neg_neutral,neutral,2,,NEG,,76,,,,,,,,,,,,,,,,,,,,,21887946.232
1583,232.9393,505.27,1217200.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,32613460.879
1584,240.9106,5.59,268700.0,0,,0,neg_neutral,neutral,2,,NEG,,82,,,,,,,,,,,,,,,,,,,,,5222354.745
1587,240.9106,533.45,318700.0,0,,0,neg_neutral,neutral,2,,NEG,,66,,,,,,,,,,,,,,,,,,,,,10061219.214000002
1588,966.2041,499.12,3103200.0,0,,0,mix_neutral,neutral,3,,MIX,,34,,,,,,,,,,,,,,,,,,,,,7598651.042400001
1590,175.9631,538.46,833800.0,0,,0,neg_neutral,neutral,2,,NEG,,33,,,,,,,,,,,,,,,,,,,,,3005641.822
1591,308.8636,514.67,596400.0,0,,0,neg_neutral,neutral,2,,NEG,,35,,,,,,,,,,,,,,,,,,,,,47519792.72
1592,462.1236,369.99,10104100.0,0,,0,mix_neutral,neutral,3,,MIX,,47,,,,,,,,,,,,,,,,,,,,,4980128.443899999
1594,594.1296,447.99,5823700.0,0,,0,neg_neutral,neutral,2,,NEG,,11,,,,,,,,,,,,,,,,,,,,,29013228.65
1595,175.9633,187.01,4742500.0,0,,0,neg_neutral,neutral,2,,NEG,,78,,,,,,,,,,,,,,,,,,,,,4462912.2756
1596,191.9359,534.52,1056200.0,0,,0,neg_neutral,neutral,2,,NEG,,31,,,,,,,,,,,,,,,,,,,,,19373088.48
1597,1202.8707,336.06,13520600.0,0,,0,mix_neutral,neutral,3,,MIX,,0,,,,,,,,,,,,,,,,,,,,,152143239.57999998
1599,366.2404,278.63,150661900.0,0,,0,mix_neutral,neutral,6,,MIX,,12,Isomuronic acid|Muronic acid,384.275|367.2484,276.149994|274.311005,[M+NH4]+|[M+H]+,C21H34O5|C21H34O5,CC(=O)CCCCCCCCCCCCC[C@H]1OC(=O)C(=C1C(=O)O)C|CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(=O)O)C(=C)C(=O)O1,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)/t18-/m1/s1|InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18-19H,2-15H2,1H3,(H,23,24)/t18-,19?/m1/s1",KYSXDEQQOVVLIN-GOSISDBHSA-N|SKQHRBRVCRUFSX-MRTLOADZSA-N,Paraconic acids|Paraconic acids,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.96|0.56,14|14,0.2|0.4,,CNP0240323,366.2406,0.2,O=C(O)C1=C(C(=O)OC1CCCCCCCCCCCCCC(=O)C)C,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)",KYSXDEQQOVVLIN-UHFFFAOYSA-N,203556.9533
1600,206.1513,95.38,798900.0,0,,0,pos_neutral,neutral,2,,POS,,83,,,,,,,,,,,,,,,,,,,,,6630915.481000001
1603,743.1992,443.36,18033700.0,0,,0,pos_neutral,neutral,2,,POS,,73,,,,,,,,,,,,,,,,,,,,,17819715.33943
1604,70.0539,179.08,1578400.0,0,,0,mix_neutral,neutral,4,,MIX,,19,,,,,,,,,,,,,,,,,,,,,5311110.756
1606,536.142,370.48,10481100.0,0,,0,pos_neutral,neutral,5,,POS,,8,,,,,,,,,,,,,,,,,,,,,15796008.136
1607,610.1605,399.8,17259700.0,0,,0,pos_neutral,neutral,5,,POS,,6,,,,,,,,,,,,,,,,,,,,,22570093.4209
1608,138.9804,505.34,6239100.0,0,,0,pos_neutral,neutral,3,,POS,,9,,,,,,,,,,,,,,,,,,,,,37459082.629
1609,254.9368,505.62,1558400.0,0,,0,pos_neutral,neutral,2,,POS,,36,,,,,,,,,,,,,,,,,,,,,8866731.72
1610,344.2557,282.52,1362900.0,0,,0,mix_neutral,neutral,4,,MIX,,26,,,,,,,,,,,,,,,,,,,,,24571420.288
1611,757.2157,465.63,81562600.0,0,,0,pos_neutral,neutral,2,,POS,,13,,,,,,,,,,,,,,,,,,,,,17093094.564
1614,124.9786,504.01,36821000.0,0,,0,pos_neutral,neutral,2,,POS,,49,,,,,,,,,,,,,,,,,,,,,54370356.19
1615,388.1042,293.11,1048200.0,0,,0,pos_neutral,neutral,4,,POS,,23,,,,,,,,,,,,,,,,,,,,,2989443.5607000003
1616,636.2975,356.27,13261000.0,0,,0,pos_neutral,neutral,4,,POS,,20,,,,,,,,,,,,,,,,,,,,,1437017.68759
1618,216.0993,89.28,13975400.0,0,,0,pos_neutral,neutral,4,,POS,,14,,,,,,,,,,,,,,,CNP0274332|CNP0391227,216.0998|216.0998,0.5|0.5,O=C1OCC(CO)C2CC(O)C(O)(C)C12|O=C1OC(C)C(O)C=C1C(OC)C(O)C,"InChI=1S/C10H16O5/c1-10(14)7(12)2-6-5(3-11)4-15-9(13)8(6)10/h5-8,11-12,14H,2-4H2,1H3|InChI=1S/C10H16O5/c1-5(11)9(14-3)7-4-8(12)6(2)15-10(7)13/h4-6,8-9,11-12H,1-3H3",CCTSZLOYMHLMHP-UHFFFAOYSA-N|HPKIOTFRXLRBAB-UHFFFAOYSA-N,66340974.36
1619,518.1318,457.21,43520000.0,0,,0,pos_neutral,neutral,3,,POS,,13,,,,,,,,,,,,,,,,,,,,,237159498.0942
1620,662.4468,483.3,2898100.0,0,,0,pos_neutral,neutral,3,,POS,,45,,,,,,,,,,,,,,,,,,,,,11652541.522
1621,314.0855,245.61,1230500.0,0,,0,pos_neutral,neutral,3,,POS,,25,,,,,,,,,,,,,,,,,,,,,675872.36407
1622,220.1458,255.58,552600.0,0,,0,pos_neutral,neutral,3,,POS,,27,,,,,,,,,,,,,,,CNP0313145|CNP0168960|CNP0207151,220.1463|220.1463|220.1463,0.5|0.5|0.5,O=C1C2OC2C3(C)CCCC(C)(C)C43CC14|O=C1C=C2CCC(C(=C)C)CC2C(C)C1O|O=C(C#C)C=C1OC(CCC1)CCCCC,"InChI=1S/C14H20O2/c1-12(2)5-4-6-13(3)11-10(16-11)9(15)8-7-14(8,12)13/h8,10-11H,4-7H2,1-3H3|InChI=1S/C14H20O2/c1-8(2)10-4-5-11-7-13(15)14(16)9(3)12(11)6-10/h7,9-10,12,14,16H,1,4-6H2,2-3H3|InChI=1S/C14H20O2/c1-3-5-6-8-13-9-7-10-14(16-13)11-12(15)4-2/h2,11,13H,3,5-10H2,1H3",VIYHCJCTDHYTAS-UHFFFAOYSA-N|AUWWCTMETLOZSD-UHFFFAOYSA-N|SODAWQYBFIAKRW-UHFFFAOYSA-N,3063431.8836000003
1623,183.9782,504.95,25154800.0,0,,0,pos_neutral,neutral,2,,POS,,9,,,,,,,,,,,,,,,,,,,,,52043161.376
1627,157.9536,32.34,1980600.0,0,,0,pos_neutral,neutral,2,,POS,,71,,,,,,,,,,,,,,,,,,,,,7530347.179399999
1629,272.9096,505.96,5796900.0,0,,0,pos_neutral,neutral,2,,POS,,56,,,,,,,,,,,,,,,,,,,,,15216460.453
