Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,007_12_Desoxydiacetylpyxinol
1638,123.0796,504.97,3420700.0,0,,0,pos_neutral,neutral,2,,POS,,80,,,,,,,,,,,,,,,,,,,,,6760572.298
1641,162.0312,141.31,4445400.0,0,,0,pos_neutral,neutral,2,,POS,,55,,,,,,,,,,,,,,,,,,,,,38524745.793
1642,458.2949,414.36,722100.0,0,,0,pos_neutral,neutral,2,,POS,,64,,,,,,,,,,,,,,,,,,,,,1918614.925
1647,894.1634,435.57,1512400.0,0,,0,mix_neutral,neutral,2,,MIX,,101,,,,,,,,,,,,,,,,,,,,,11685645.045
1649,816.1871,458.009,942300.0,0,,0,mix_neutral,neutral,3,,MIX,,103,,,,,,,,,,,,,,,,,,,,,4388219.7775
1650,286.2156,250.061,1601300.0,0,,0,mix_neutral,neutral,2,,MIX,,104,,,,,,,,,,,,,,,,,,,,,128865.8501
1652,834.197,457.566,16875800.0,0,,0,mix_neutral,neutral,2,,MIX,,106,,,,,,,,,,,,,,,,,,,,,41891226.935
1653,179.9834,511.254,1488300.0,0,,0,mix_neutral,neutral,2,,MIX,,107,,,,,,,,,,,,,,,,,,,,,35664822.07
1655,240.0666,183.164,172900.0,0,,0,mix_neutral,neutral,2,,MIX,,109,,,,,,,,,,,,,,,,,,,,,1263016.89761
1658,181.9788,510.916,21482000.0,0,,0,mix_neutral,neutral,2,,MIX,,112,,,,,,,,,,,,,,,,,,,,,198172566.36
1662,458.1949,280.638,314508700.0,0,,0,mix_neutral,neutral,2,,MIX,,116,Glomelliferic acid|Miriquidic acid,459.2019|457.1862,274.388|274.234009,[M+H]+|[M-H]-,C25H30O8|C25H30O8,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1|Oc1cc(OC(=O)c2c(O)cc(OC)cc2CCC(=O)CC)cc(CCCCC)c1C(=O)O,"InChI=1S/C25H30O8/c1-4-6-7-9-15-11-19(14-20(27)22(15)24(29)30)33-25(31)23-16(10-17(26)8-5-2)12-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)|InChI=1S/C25H30O8/c1-4-6-7-8-15-12-19(14-20(27)22(15)24(29)30)33-25(31)23-16(9-10-17(26)5-2)11-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)",PKLMGLZTAHCGBQ-UHFFFAOYSA-N|UCYIOAVHQGSYLP-UHFFFAOYSA-N,Depsides (Didepsides)|Depsides (Didepsides),Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.99|1.0,9|7,0.2|1.9,,CNP0149667,458.1941,0.8,O=C1CCC2=CC=C(OC3OC(CO)C(O)C(O)C3O)C(=C2)C=4C=C(C=CC4O)CCCC1,"InChI=1S/C25H30O8/c26-13-21-22(29)23(30)24(31)25(33-21)32-20-10-7-15-5-8-16(27)4-2-1-3-14-6-9-19(28)17(11-14)18(20)12-15/h6-7,9-12,21-26,28-31H,1-5,8,13H2",IUTIZFVLSAZJRT-UHFFFAOYSA-N,156760.6636
1666,188.1048,104.843,485900.0,0,,0,mix_neutral,neutral,2,,MIX,,120,,,,,,,,,,,,,,,CNP0173558,188.1049,0.1,OCCC12OCC(CC1)C2(O)CO,"InChI=1S/C9H16O4/c10-4-3-8-2-1-7(5-13-8)9(8,12)6-11/h7,10-12H,1-6H2",ZTVGFVPGILCAPR-UHFFFAOYSA-N,7283707.085
1668,129.961,513.474,1161400.0,0,,0,mix_neutral,neutral,2,,MIX,,122,,,,,,,,,,,,,,,,,,,,,5101400.941000001
