Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,012_Caperatic_acid
1272,446.2599,76.095,115200.0,1,710.0,0,pos_cossingleton,cossingleton,0,,POS,1085.0,169,,,,,,,,,,,,,,,,,,,,,40268.62044
1273,480.3905,380.282,2601100.0,1,711.0,0,pos_singleton,singleton,0,,POS,1086.0,-1,,,,,,,,,,,,,,,,,,,,,174903.0017
1274,307.1883,314.323,138000.0,1,712.0,0,pos_singleton,singleton,0,,POS,1087.0,-1,,,,,,,,,,,,,,,,,,,,,187859.1675
1275,453.3691,254.28,231300.0,1,713.0,0,pos_singleton,singleton,0,,POS,1088.0,-1,,,,,,,,,,,,,,,,,,,,,67650.21102999999
1276,310.2015,289.227,122100.0,1,714.0,0,pos_cossingleton,cossingleton,0,,POS,1090.0,133,,,,,,,,,,,,,,,,,,,,,84444.14828
1277,376.0603,306.116,59600.0,1,715.0,0,pos_singleton,singleton,0,,POS,1091.0,-1,,,,,,,,,,,,,,,,,,,,,160218.7092
1278,287.2218,311.647,242400.0,1,716.0,0,pos_adduct,adduct,0,[M+H]+,POS,1092.0,44,,,,,,,,,,,,,,,,,,,,,71399.55312000001
1279,278.1732,218.677,91100.0,1,717.0,0,pos_cossingleton,cossingleton,0,,POS,1093.0,25,,,,,,,,,,,,,,,,,,,,,70896.71199
1282,460.2696,227.965,760800.0,1,720.0,0,pos_singleton,singleton,0,,POS,1096.0,-1,,,,,,,,,,,,,,,,,,,,,38456.82401
1285,315.0934,245.447,423700.0,1,723.0,0,pos_adduct,adduct,0,[M+H]+,POS,1099.0,25,,,,,,,,,,,,,,,,,,,,,44408.328160000005
1286,1072.3088,453.646,8800000.0,1,724.0,0,pos_cossingleton,cossingleton,0,,POS,1231.0,13,,,,,,,,,,,,,,,,,,,,,3104272.194
1287,519.1391,457.426,481400.0,1,725.0,0,pos_adduct,adduct,0,[M+H]+,POS,1272.0,13,,,,,,,,,,,,,,,,,,,,,270880.6219
1300,195.0653,141.482,1200000.0,1,738.0,1,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1508.0,55,,,,,,,,,,,,,,,,,,,,,6096326.687000001
1304,207.0176,504.769,236900.0,1,742.0,0,pos_singleton,singleton,0,,POS,1646.0,-1,,,,,,,,,,,,,,,,,,,,,4626484.098
1308,387.3095,334.211,196440000.0,1,746.0,0,pos_adduct,adduct,0,[M+H]+,POS,1668.0,0,Bourgeanic acid,387.311,330.596985,[M+H]+,C22H42O5,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,"InChI=1S/C22H42O5/c1-9-13(3)11-15(5)19(23)17(7)22(26)27-20(18(8)21(24)25)16(6)12-14(4)10-2/h13-20,23H,9-12H2,1-8H3,(H,24,25)/t13-,14-,15-,16-,17+,18+,19+,20+/m1/s1",ZQEUMOKDJCSNHB-IHRHECOVSA-N,Acids,Thermo Q-Exactive Focus,0.97,10,1.5,,,,,,,,1440069.429
1316,612.1837,475.85,22931000.0,1,754.0,0,pos_cossingleton,cossingleton,0,,POS,1677.0,115,,,,,,,,,,,,,,,,,,,,,71852946.95
1317,536.1663,457.12,42900000.0,1,755.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1678.0,13,,,,,,,,,,,,,,,,,,,,,73479628.58
1335,273.9169,505.9,2063700.0,1,773.0,0,pos_adduct,adduct,0,[M+H]+,POS,1708.0,56,,,,,,,,,,,,,,,,,,,,,8510352.293
1338,314.9445,506.011,3733200.0,1,776.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1711.0,56,,,,,,,,,,,,,,,,,,,,,7759671.374
1348,854.2307,456.706,3873000.0,1,786.0,0,pos_cossingleton,cossingleton,0,,POS,1723.0,106,,,,,,,,,,,,,,,,,,,,,26560841.59
1349,181.015,504.862,953900.0,1,787.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1727.0,9,,,,,,,,,,,,,,,,,,,,,5650971.897999999
1351,924.2711,472.327,12794000.0,1,789.0,0,pos_cossingleton,cossingleton,0,,POS,1730.0,13,,,,,,,,,,,,,,,,,,,,,11151234.32
1354,299.9127,512.66,1016500.0,1,792.0,0,pos_cossingleton,cossingleton,0,,POS,1737.0,77,,,,,,,,,,,,,,,,,,,,,18254026.39
1357,282.9103,507.967,1051200.0,1,795.0,0,pos_adduct,adduct,0,[2M+Na]+,POS,1749.0,122,,,,,,,,,,,,,,,,,,,,,5244362.712
1366,663.4546,483.028,1169500.0,1,804.0,0,pos_adduct,adduct,0,[M+H]+,POS,1760.0,45,,,,,,,,,,,,,,,,,,,,,3871906.555
1380,267.1719,263.99,2156000.0,1,818.0,0,pos_cossingleton,cossingleton,0,,POS,1789.0,45,,,,,,,,,,,,,,,,,,,,,5505077.447000001
1382,195.1745,175.848,1223000.0,1,820.0,0,pos_fragment,fragment,0,,POS,1793.0,72,,,,,,,,,,,,,,,,,,,,,4631306.457
1388,124.0874,504.937,2008500.0,1,826.0,0,pos_adduct,adduct,0,[M+H]+,POS,1800.0,80,,,,,,,,,,,,,,,,,,,,,3201367.041
1406,327.0782,261.514,802900.0,1,844.0,0,pos_cossingleton,cossingleton,0,,POS,1827.0,55,,,,,,,,,,,,,,,,,,,,,3284892.702
1419,411.094,293.192,149200.0,1,857.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1854.0,23,,,,,,,,,,,,,,,,,,,,,1077579.645
1422,557.1749,370.151,401700.0,1,860.0,0,pos_cossingleton,cossingleton,0,,POS,1858.0,115,,,,,,,,,,,,,,,,,,,,,1700380.29
1424,707.1681,422.666,1023600.0,1,862.0,0,pos_cossingleton,cossingleton,0,,POS,1862.0,6,,,,,,,,,,,,,,,,,,,,,1256424.084
1432,834.2222,485.338,9028000.0,1,870.0,0,pos_cossingleton,cossingleton,0,,POS,1873.0,13,,,,,,,,,,,,,,,,,,,,,2421699.253
1433,790.2506,466.064,6602600.0,1,871.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1874.0,13,,,,,,,,,,,,,,,,,,,,,1562627.4640000002
1444,301.1411,288.535,323700.0,1,882.0,0,pos_cossingleton,cossingleton,0,,POS,1888.0,23,,,,,,,,,,,,,,,,,,,,,2306719.296
1454,221.1537,255.448,229200.0,1,892.0,0,pos_adduct,adduct,0,[M+H]+,POS,1901.0,27,,,,,,,,,,,,,,,,,,,,,1474840.9530000002
1468,480.1577,369.725,344100.0,1,906.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1925.0,47,,,,,,,,,,,,,,,,,,,,,894623.0298
1495,873.1602,457.754,131000.0,1,933.0,0,pos_singleton,singleton,0,,POS,1964.0,-1,,,,,,,,,,,,,,,,,,,,,898921.7082
1497,300.2018,53.557,341300.0,1,935.0,0,pos_cossingleton,cossingleton,0,,POS,1966.0,65,,,,,,,,,,,,,,,,,,,,,49052.419010000005
1514,205.0861,289.633,708200.0,1,952.0,0,pos_fragment,fragment,0,,POS,1986.0,59,,,,,,,,,,,,,,,,,,,,,387208.769
1520,297.0828,245.745,307900.0,1,958.0,0,pos_cossingleton,cossingleton,0,,POS,1994.0,23,,,,,,,,,,,,,,,,,,,,,170057.1786
1555,402.2335,69.32,184300.0,1,993.0,0,pos_cossingleton,cossingleton,0,,POS,2034.0,169,,,,,,,,,,,,,,,,,,,,,56281.972460000005
1560,386.3023,334.481,687125100.0,0,,0,mix_neutral,neutral,13,,MIX,,0,Bourgeanic acid,790.6408,332.307007,[2M+NH4]+,C22H42O5,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,"InChI=1S/C22H42O5/c1-9-13(3)11-15(5)19(23)17(7)22(26)27-20(18(8)21(24)25)16(6)12-14(4)10-2/h13-20,23H,9-12H2,1-8H3,(H,24,25)/t13-,14-,15-,16-,17+,18+,19+,20+/m1/s1",ZQEUMOKDJCSNHB-IHRHECOVSA-N,Acids,Thermo Q-Exactive Focus,0.99,21,2.5,,,,,,,,10278945.71
1561,402.2611,319.414,376476400.0,0,,0,mix_neutral,neutral,9,,MIX,,2,Caperatic acid,803.5157,316.19101,[2M-H]-,C21H38O7,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,"InChI=1S/C21H38O7/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(19(23)24)21(27,20(25)26)16-18(22)28-2/h17,27H,3-16H2,1-2H3,(H,23,24)(H,25,26)",HMJJWFFZRCLIDN-UHFFFAOYSA-N,Acids,Thermo Q-Exactive Focus,1.0,19,0.4,,,,,,,,9836600749.69
1563,327.9109,13.97,400400.0,0,,0,neg_neutral,neutral,2,,NEG,,58,,,,,,,,,,,,,,,,,,,,,1705278.6879000005
1564,145.9304,2.33,1030200.0,0,,0,neg_neutral,neutral,2,,NEG,,30,,,,,,,,,,,,,,,,,,,,,8326469.846
1565,243.9512,10.82,734300.0,0,,0,neg_neutral,neutral,2,,NEG,,10,,,,,,,,,,,,,,,,,,,,,6264734.618
1566,129.9576,9.94,1099100.0,0,,0,neg_neutral,neutral,3,,NEG,,10,,,,,,,,,,,,,,,,,,,,,32208742.706
1567,145.9308,504.8,16615900.0,0,,0,neg_neutral,neutral,4,,NEG,,1,,,,,,,,,,,,,,,,,,,,,42566861.561
1568,145.9302,512.95,3490200.0,0,,0,neg_neutral,neutral,2,,NEG,,18,,,,,,,,,,,,,,,,,,,,,108515504.83
1569,283.939,508.43,662900.0,0,,0,neg_neutral,neutral,2,,NEG,,15,,,,,,,,,,,,,,,,,,,,,14537713.186
1570,175.963,505.47,4238900.0,0,,0,neg_neutral,neutral,2,,NEG,,15,,,,,,,,,,,,,,,,,,,,,60318800.624
1571,385.9428,13.9,934800.0,0,,0,neg_neutral,neutral,2,,NEG,,74,,,,,,,,,,,,,,,,,,,,,663294.4792000001
1572,744.1467,441.38,5103800.0,0,,0,mix_neutral,neutral,6,,MIX,,17,,,,,,,,,,,,,,,,,,,,,25604275.274
1573,522.0897,453.07,507900.0,0,,0,neg_neutral,neutral,4,,NEG,,22,,,,,,,,,,,,,,,,,,,,,3597669.1380000003
1574,85.4351,507.97,3927700.0,0,,0,neg_neutral,neutral,2,,NEG,,62,,,,,,,,,,,,,,,,,,,,,26092214.42
1575,97.9536,506.0,2185600.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,4908082.149
1576,100.9331,504.57,990700.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,14061111.496
1577,356.1659,375.15,3771800.0,0,,0,neg_neutral,neutral,3,,NEG,,28,,,,,,,,,,,,,,,,,,,,,7145035.062000001
1578,744.1473,457.32,4570900.0,0,,0,neg_neutral,neutral,3,,NEG,,50,,,,,,,,,,,,,,,,,,,,,45414316.124
1579,145.9309,443.96,694100.0,0,,0,neg_neutral,neutral,3,,NEG,,46,,,,,,,,,,,,,,,,,,,,,6503846.889
1580,306.0706,393.9,972600.0,0,,0,mix_neutral,neutral,4,,MIX,,21,,,,,,,,,,,,,,,,,,,,,623949.5245
1581,342.09,447.56,14652000.0,0,,0,mix_neutral,neutral,4,,MIX,,11,,,,,,,,,,,,,,,,,,,,,77132977.562
1582,172.8672,508.03,2787900.0,0,,0,neg_neutral,neutral,2,,NEG,,76,,,,,,,,,,,,,,,,,,,,,14637714.73
1583,232.9393,505.27,1217200.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,33508495.52
1584,240.9106,5.59,268700.0,0,,0,neg_neutral,neutral,2,,NEG,,82,,,,,,,,,,,,,,,,,,,,,3829984.057
1585,388.2466,298.08,12150900.0,0,,0,mix_neutral,neutral,3,,MIX,,43,,,,,,,,,,,,,,,,,,,,,256777460.359
1587,240.9106,533.45,318700.0,0,,0,neg_neutral,neutral,2,,NEG,,66,,,,,,,,,,,,,,,,,,,,,7906293.802
1588,966.2041,499.12,3103200.0,0,,0,mix_neutral,neutral,3,,MIX,,34,,,,,,,,,,,,,,,,,,,,,4398230.981
1589,170.8702,15.57,1157400.0,0,,0,neg_neutral,neutral,2,,NEG,,68,,,,,,,,,,,,,,,,,,,,,554492.623
1590,175.9631,538.46,833800.0,0,,0,neg_neutral,neutral,2,,NEG,,33,,,,,,,,,,,,,,,,,,,,,27672394.89
1591,308.8636,514.67,596400.0,0,,0,neg_neutral,neutral,2,,NEG,,35,,,,,,,,,,,,,,,,,,,,,54982044.177
1592,462.1236,369.99,10104100.0,0,,0,mix_neutral,neutral,3,,MIX,,47,,,,,,,,,,,,,,,,,,,,,15052477.0708
1593,240.9106,518.92,314800.0,0,,0,neg_neutral,neutral,2,,NEG,,51,,,,,,,,,,,,,,,,,,,,,14873930.127
1594,594.1296,447.99,5823700.0,0,,0,neg_neutral,neutral,2,,NEG,,11,,,,,,,,,,,,,,,,,,,,,97322884.94
1599,366.2404,278.63,150661900.0,0,,0,mix_neutral,neutral,6,,MIX,,12,Isomuronic acid|Muronic acid,384.275|367.2484,276.149994|274.311005,[M+NH4]+|[M+H]+,C21H34O5|C21H34O5,CC(=O)CCCCCCCCCCCCC[C@H]1OC(=O)C(=C1C(=O)O)C|CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(=O)O)C(=C)C(=O)O1,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)/t18-/m1/s1|InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18-19H,2-15H2,1H3,(H,23,24)/t18-,19?/m1/s1",KYSXDEQQOVVLIN-GOSISDBHSA-N|SKQHRBRVCRUFSX-MRTLOADZSA-N,Paraconic acids|Paraconic acids,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.96|0.56,14|14,0.2|0.4,,CNP0240323,366.2406,0.2,O=C(O)C1=C(C(=O)OC1CCCCCCCCCCCCCC(=O)C)C,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)",KYSXDEQQOVVLIN-UHFFFAOYSA-N,680446.0095
1600,206.1513,95.38,798900.0,0,,0,pos_neutral,neutral,2,,POS,,83,,,,,,,,,,,,,,,,,,,,,6422641.47
1601,826.504,318.57,2916400.0,0,,0,pos_neutral,neutral,2,,POS,,79,,,,,,,,,,,,,,,,,,,,,118680476.64
1603,743.1992,443.36,18033700.0,0,,0,pos_neutral,neutral,2,,POS,,73,,,,,,,,,,,,,,,,,,,,,24887922.646
1604,70.0539,179.08,1578400.0,0,,0,mix_neutral,neutral,4,,MIX,,19,,,,,,,,,,,,,,,,,,,,,6054658.957
1606,536.142,370.48,10481100.0,0,,0,pos_neutral,neutral,5,,POS,,8,,,,,,,,,,,,,,,,,,,,,17716604.752
1607,610.1605,399.8,17259700.0,0,,0,pos_neutral,neutral,5,,POS,,6,,,,,,,,,,,,,,,,,,,,,28964447.7362
1608,138.9804,505.34,6239100.0,0,,0,pos_neutral,neutral,3,,POS,,9,,,,,,,,,,,,,,,,,,,,,36659183.008
1609,254.9368,505.62,1558400.0,0,,0,pos_neutral,neutral,2,,POS,,36,,,,,,,,,,,,,,,,,,,,,5582951.03
1611,757.2157,465.63,81562600.0,0,,0,pos_neutral,neutral,2,,POS,,13,,,,,,,,,,,,,,,,,,,,,373804211.364
1614,124.9786,504.01,36821000.0,0,,0,pos_neutral,neutral,2,,POS,,49,,,,,,,,,,,,,,,,,,,,,62939763.29000001
1615,388.1042,293.11,1048200.0,0,,0,pos_neutral,neutral,4,,POS,,23,,,,,,,,,,,,,,,,,,,,,1697028.045
1616,636.2975,356.27,13261000.0,0,,0,pos_neutral,neutral,4,,POS,,20,,,,,,,,,,,,,,,,,,,,,2826660.3709
1617,462.1229,334.75,4551100.0,0,,0,pos_neutral,neutral,4,,POS,,16,,,,,,,,,,,,,,,,,,,,,9121692.199
1618,216.0993,89.28,13975400.0,0,,0,pos_neutral,neutral,4,,POS,,14,,,,,,,,,,,,,,,CNP0274332|CNP0391227,216.0998|216.0998,0.5|0.5,O=C1OCC(CO)C2CC(O)C(O)(C)C12|O=C1OC(C)C(O)C=C1C(OC)C(O)C,"InChI=1S/C10H16O5/c1-10(14)7(12)2-6-5(3-11)4-15-9(13)8(6)10/h5-8,11-12,14H,2-4H2,1H3|InChI=1S/C10H16O5/c1-5(11)9(14-3)7-4-8(12)6(2)15-10(7)13/h4-6,8-9,11-12H,1-3H3",CCTSZLOYMHLMHP-UHFFFAOYSA-N|HPKIOTFRXLRBAB-UHFFFAOYSA-N,12646452.2994
1619,518.1318,457.21,43520000.0,0,,0,pos_neutral,neutral,3,,POS,,13,,,,,,,,,,,,,,,,,,,,,74048457.3758
1620,662.4468,483.3,2898100.0,0,,0,pos_neutral,neutral,3,,POS,,45,,,,,,,,,,,,,,,,,,,,,8096469.366
1621,314.0855,245.61,1230500.0,0,,0,pos_neutral,neutral,3,,POS,,25,,,,,,,,,,,,,,,,,,,,,936020.78216
1622,220.1458,255.58,552600.0,0,,0,pos_neutral,neutral,3,,POS,,27,,,,,,,,,,,,,,,CNP0313145|CNP0168960|CNP0207151,220.1463|220.1463|220.1463,0.5|0.5|0.5,O=C1C2OC2C3(C)CCCC(C)(C)C43CC14|O=C1C=C2CCC(C(=C)C)CC2C(C)C1O|O=C(C#C)C=C1OC(CCC1)CCCCC,"InChI=1S/C14H20O2/c1-12(2)5-4-6-13(3)11-10(16-11)9(15)8-7-14(8,12)13/h8,10-11H,4-7H2,1-3H3|InChI=1S/C14H20O2/c1-8(2)10-4-5-11-7-13(15)14(16)9(3)12(11)6-10/h7,9-10,12,14,16H,1,4-6H2,2-3H3|InChI=1S/C14H20O2/c1-3-5-6-8-13-9-7-10-14(16-13)11-12(15)4-2/h2,11,13H,3,5-10H2,1H3",VIYHCJCTDHYTAS-UHFFFAOYSA-N|AUWWCTMETLOZSD-UHFFFAOYSA-N|SODAWQYBFIAKRW-UHFFFAOYSA-N,1474840.9530000002
1623,183.9782,504.95,25154800.0,0,,0,pos_neutral,neutral,2,,POS,,9,,,,,,,,,,,,,,,,,,,,,43340231.97
1627,157.9536,32.34,1980600.0,0,,0,pos_neutral,neutral,2,,POS,,71,,,,,,,,,,,,,,,,,,,,,11531668.44
1628,858.7672,501.11,6042700.0,0,,0,pos_neutral,neutral,2,,POS,,53,,,,,,,,,,,,,,,,,,,,,18057787.12
1629,272.9096,505.96,5796900.0,0,,0,pos_neutral,neutral,2,,POS,,56,,,,,,,,,,,,,,,,,,,,,16270023.667
1630,520.1107,412.22,2046400.0,0,,0,pos_neutral,neutral,2,,POS,,61,,,,,,,,,,,,,,,,,,,,,2705985.4014
1634,157.9536,19.99,2319900.0,0,,0,pos_neutral,neutral,2,,POS,,32,,,,,,,,,,,,,,,,,,,,,2044217.716
1635,362.7819,513.75,1230200.0,0,,0,pos_neutral,neutral,2,,POS,,69,,,,,,,,,,,,,,,,,,,,,26282250.65
1636,286.881,512.07,5300900.0,0,,0,pos_neutral,neutral,2,,POS,,77,,,,,,,,,,,,,,,,,,,,,75838473.41
1637,286.214,311.79,610100.0,0,,0,pos_neutral,neutral,2,,POS,,44,,,,,,,,,,,,,,,CNP0158089,286.2144,0.4,OCC(OC)(C)C1CCC(O)(C)C2CCC(O)(C)C2C1,"InChI=1S/C16H30O4/c1-14(18)7-5-11(16(3,10-17)20-4)9-13-12(14)6-8-15(13,2)19/h11-13,17-19H,5-10H2,1-4H3",ZQKHJAAYIFIRJZ-UHFFFAOYSA-N,71399.55312000001
1638,123.0796,504.97,3420700.0,0,,0,pos_neutral,neutral,2,,POS,,80,,,,,,,,,,,,,,,,,,,,,6091153.292
1641,162.0312,141.31,4445400.0,0,,0,pos_neutral,neutral,2,,POS,,55,,,,,,,,,,,,,,,,,,,,,39137690.007
1642,458.2949,414.36,722100.0,0,,0,pos_neutral,neutral,2,,POS,,64,,,,,,,,,,,,,,,,,,,,,2884443.4582
1646,356.2546,317.88,897000.0,0,,0,pos_neutral,neutral,2,,POS,,2,,,,,,,,,,,,,,,,,,,,,27357346.48
1647,894.1634,435.57,1512400.0,0,,0,mix_neutral,neutral,2,,MIX,,101,,,,,,,,,,,,,,,,,,,,,1890719.941
1648,1026.1696,476.65,1051300.0,0,,0,mix_neutral,neutral,2,,MIX,,102,,,,,,,,,,,,,,,,,,,,,3378622.5896
1649,816.1871,458.009,942300.0,0,,0,mix_neutral,neutral,3,,MIX,,103,,,,,,,,,,,,,,,,,,,,,4453898.0409
1650,286.2156,250.061,1601300.0,0,,0,mix_neutral,neutral,2,,MIX,,104,,,,,,,,,,,,,,,,,,,,,300051.0988
1652,834.197,457.566,16875800.0,0,,0,mix_neutral,neutral,2,,MIX,,106,,,,,,,,,,,,,,,,,,,,,45647728.887
1653,179.9834,511.254,1488300.0,0,,0,mix_neutral,neutral,2,,MIX,,107,,,,,,,,,,,,,,,,,,,,,21862319.01
1655,240.0666,183.164,172900.0,0,,0,mix_neutral,neutral,2,,MIX,,109,,,,,,,,,,,,,,,,,,,,,677960.3322
1658,181.9788,510.916,21482000.0,0,,0,mix_neutral,neutral,2,,MIX,,112,,,,,,,,,,,,,,,,,,,,,198001026.47
1660,816.1861,458.284,764400.0,0,,0,mix_neutral,neutral,2,,MIX,,114,,,,,,,,,,,,,,,,,,,,,783555.0679
1661,966.2048,478.41,2651800.0,0,,0,mix_neutral,neutral,2,,MIX,,115,,,,,,,,,,,,,,,,,,,,,2957124.6627
1662,458.1949,280.638,314508700.0,0,,0,mix_neutral,neutral,2,,MIX,,116,Glomelliferic acid|Miriquidic acid,459.2019|457.1862,274.388|274.234009,[M+H]+|[M-H]-,C25H30O8|C25H30O8,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1|Oc1cc(OC(=O)c2c(O)cc(OC)cc2CCC(=O)CC)cc(CCCCC)c1C(=O)O,"InChI=1S/C25H30O8/c1-4-6-7-9-15-11-19(14-20(27)22(15)24(29)30)33-25(31)23-16(10-17(26)8-5-2)12-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)|InChI=1S/C25H30O8/c1-4-6-7-8-15-12-19(14-20(27)22(15)24(29)30)33-25(31)23-16(9-10-17(26)5-2)11-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)",PKLMGLZTAHCGBQ-UHFFFAOYSA-N|UCYIOAVHQGSYLP-UHFFFAOYSA-N,Depsides (Didepsides)|Depsides (Didepsides),Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.99|1.0,9|7,0.2|1.9,,CNP0149667,458.1941,0.8,O=C1CCC2=CC=C(OC3OC(CO)C(O)C(O)C3O)C(=C2)C=4C=C(C=CC4O)CCCC1,"InChI=1S/C25H30O8/c26-13-21-22(29)23(30)24(31)25(33-21)32-20-10-7-15-5-8-16(27)4-2-1-3-14-6-9-19(28)17(11-14)18(20)12-15/h6-7,9-12,21-26,28-31H,1-5,8,13H2",IUTIZFVLSAZJRT-UHFFFAOYSA-N,480514.4984
1663,857.434,318.416,1278600.0,0,,0,mix_neutral,neutral,2,,MIX,,117,,,,,,,,,,,,,,,,,,,,,23882908.23
1664,416.2775,350.452,784400.0,0,,0,mix_neutral,neutral,2,,MIX,,118,,,,,,,,,,,,,,,,,,,,,19066697.984
1665,419.2964,350.631,547200.0,0,,0,mix_neutral,neutral,2,,MIX,,119,,,,,,,,,,,,,,,,,,,,,12021606.127
1666,188.1048,104.843,485900.0,0,,0,mix_neutral,neutral,2,,MIX,,120,,,,,,,,,,,,,,,CNP0173558,188.1049,0.1,OCCC12OCC(CC1)C2(O)CO,"InChI=1S/C9H16O4/c10-4-3-8-2-1-7(5-13-8)9(8,12)6-11/h7,10-12H,1-6H2",ZTVGFVPGILCAPR-UHFFFAOYSA-N,8192444.0234
1667,312.2302,300.364,231000.0,0,,0,mix_neutral,neutral,2,,MIX,,121,,,,,,,,,,,,,,,,,,,,,7043132.057
1668,129.961,513.474,1161400.0,0,,0,mix_neutral,neutral,2,,MIX,,122,,,,,,,,,,,,,,,,,,,,,5244362.712
