Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,002_2_Hydroxy_4_6_dimethoxyacetophenone.mzXML Peak area,004_Acetylportentol.mzXML Peak area,007_12_Desoxydiacetylpyxinol.mzXML Peak area,008_12_Desoxypyxinol.mzXML Peak area,011_Bourgeanic_acid.mzXML Peak area,012_Caperatic_acid.mzXML Peak area
1560,386.3023,334.481,687125100.0,0,,0,mix_neutral,neutral,13,,MIX,,0,Bourgeanic acid,790.6408,332.307007,[2M+NH4]+,C22H42O5,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,"InChI=1S/C22H42O5/c1-9-13(3)11-15(5)19(23)17(7)22(26)27-20(18(8)21(24)25)16(6)12-14(4)10-2/h13-20,23H,9-12H2,1-8H3,(H,24,25)/t13-,14-,15-,16-,17+,18+,19+,20+/m1/s1",ZQEUMOKDJCSNHB-IHRHECOVSA-N,Acids,Thermo Q-Exactive Focus,0.99,21,2.5,,,,,,,,0.0,0.0,0.0,0.0,16527401254.86,10278945.71
1561,402.2611,319.414,376476400.0,0,,0,mix_neutral,neutral,9,,MIX,,2,Caperatic acid,803.5157,316.19101,[2M-H]-,C21H38O7,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,"InChI=1S/C21H38O7/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(19(23)24)21(27,20(25)26)16-18(22)28-2/h17,27H,3-16H2,1-2H3,(H,23,24)(H,25,26)",HMJJWFFZRCLIDN-UHFFFAOYSA-N,Acids,Thermo Q-Exactive Focus,1.0,19,0.4,,,,,,,,0.0,0.0,0.0,0.0,0.0,9836600749.69
1562,368.2569,275.813,816066000.0,0,,0,mix_neutral,neutral,6,,MIX,,7,Dihydromuronic acid,386.2906,276.194,[M+NH4]+,C21H36O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,Paraconic acids,Thermo Q-Exactive Focus,0.95,14,0.3,,CNP0315379,368.2563,0.6,O=C1OC(=CC(OC)=C1CO)C(O)(C)CCCCCCCCCCCC,"InChI=1S/C21H36O5/c1-4-5-6-7-8-9-10-11-12-13-14-21(2,24)19-15-18(25-3)17(16-22)20(23)26-19/h15,22,24H,4-14,16H2,1-3H3",YOEVWRYJHFPBMU-UHFFFAOYSA-N,0.0,0.0,42995053.399,5248425.8367,32607.02635,0.0
1563,327.9109,13.97,400400.0,0,,0,neg_neutral,neutral,2,,NEG,,58,,,,,,,,,,,,,,,,,,,,,3511717.738,2552369.715,2543633.379,0.0,0.0,1705278.6879000005
1564,145.9304,2.33,1030200.0,0,,0,neg_neutral,neutral,2,,NEG,,30,,,,,,,,,,,,,,,,,,,,,15101809.062,13027140.6539,9460212.297,568847.164,8973606.056,8326469.846
1565,243.9512,10.82,734300.0,0,,0,neg_neutral,neutral,2,,NEG,,10,,,,,,,,,,,,,,,,,,,,,4097877.932,0.0,0.0,0.0,0.0,6264734.618
1566,129.9576,9.94,1099100.0,0,,0,neg_neutral,neutral,3,,NEG,,10,,,,,,,,,,,,,,,,,,,,,3777711.6460000006,34204840.6651,649402.6081,628951.9148,29603386.056,32208742.706
1567,145.9308,504.8,16615900.0,0,,0,neg_neutral,neutral,4,,NEG,,1,,,,,,,,,,,,,,,,,,,,,57508959.466,64201181.681,67762965.311,41880995.13,47308963.686,42566861.561
1568,145.9302,512.95,3490200.0,0,,0,neg_neutral,neutral,2,,NEG,,18,,,,,,,,,,,,,,,,,,,,,100264014.69,116857723.73,109046156.68,114252236.1,116756219.36,108515504.83
1569,283.939,508.43,662900.0,0,,0,neg_neutral,neutral,2,,NEG,,15,,,,,,,,,,,,,,,,,,,,,13844194.83,15452362.063,15805872.934,15842953.51,14719476.975,14537713.186
1570,175.963,505.47,4238900.0,0,,0,neg_neutral,neutral,2,,NEG,,15,,,,,,,,,,,,,,,,,,,,,56268314.261,52480414.136,50365218.526,64470583.562,62542622.503,60318800.624
1571,385.9428,13.9,934800.0,0,,0,neg_neutral,neutral,2,,NEG,,74,,,,,,,,,,,,,,,,,,,,,1974041.2916,851624.4773,928728.9239,719442.7466,7196926.639,663294.4792000001
1572,744.1467,441.38,5103800.0,0,,0,mix_neutral,neutral,6,,MIX,,17,,,,,,,,,,,,,,,,,,,,,51648224.5166,30336475.153,51790149.373,37336580.639000006,10093487.549,25604275.274
1573,522.0897,453.07,507900.0,0,,0,neg_neutral,neutral,4,,NEG,,22,,,,,,,,,,,,,,,,,,,,,5956805.581,4781807.564,4139174.058,7011240.999,0.0,3597669.1380000003
1574,85.4351,507.97,3927700.0,0,,0,neg_neutral,neutral,2,,NEG,,62,,,,,,,,,,,,,,,,,,,,,25347922.0,22315735.258,26242446.4,26958790.95,27055620.29,26092214.42
1575,97.9536,506.0,2185600.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,4959204.984,2049602.059,4409763.126,2195321.549,5526535.634,4908082.149
1576,100.9331,504.57,990700.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,12744830.0145,12202956.649,14552678.547,12689417.27,14853397.25,14061111.496
1577,356.1659,375.15,3771800.0,0,,0,neg_neutral,neutral,3,,NEG,,28,,,,,,,,,,,,,,,,,,,,,3014184.3230000003,3460828.31,2754197.245,8173966.466,33589891.3367,7145035.062000001
1578,744.1473,457.32,4570900.0,0,,0,neg_neutral,neutral,3,,NEG,,50,,,,,,,,,,,,,,,,,,,,,78500611.61,67270453.919,45587719.61,92918272.481,12177424.795,45414316.124
1579,145.9309,443.96,694100.0,0,,0,neg_neutral,neutral,3,,NEG,,46,,,,,,,,,,,,,,,,,,,,,0.0,0.0,20627150.14,1194459.406,7587794.675,6503846.889
1580,306.0706,393.9,972600.0,0,,0,mix_neutral,neutral,4,,MIX,,21,,,,,,,,,,,,,,,,,,,,,815840.4639,492798.051,4086338.26483,1885022.8844,0.0,623949.5245
1581,342.09,447.56,14652000.0,0,,0,mix_neutral,neutral,4,,MIX,,11,,,,,,,,,,,,,,,,,,,,,103746705.243,86017466.97700001,55568131.15,130071803.887,31324439.989,77132977.562
1582,172.8672,508.03,2787900.0,0,,0,neg_neutral,neutral,2,,NEG,,76,,,,,,,,,,,,,,,,,,,,,13770173.43,12575546.75,14624751.63,14738786.97,21887946.232,14637714.73
1583,232.9393,505.27,1217200.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,30890920.576,33991601.702,33502097.486,34297492.668,32613460.879,33508495.52
1584,240.9106,5.59,268700.0,0,,0,neg_neutral,neutral,2,,NEG,,82,,,,,,,,,,,,,,,,,,,,,7312466.912,3876803.556,0.0,3666570.433,5222354.745,3829984.057
1585,388.2466,298.08,12150900.0,0,,0,mix_neutral,neutral,3,,MIX,,43,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,256777460.359
1586,136.9773,210.32,353000.0,0,,0,neg_neutral,neutral,2,,NEG,,81,,,,,,,,,,,,,,,,,,,,,2573674.342,6902852.939,0.0,0.0,0.0,0.0
1587,240.9106,533.45,318700.0,0,,0,neg_neutral,neutral,2,,NEG,,66,,,,,,,,,,,,,,,,,,,,,8644458.025,10825910.965,10506739.583,11125365.462,10061219.214000002,7906293.802
1588,966.2041,499.12,3103200.0,0,,0,mix_neutral,neutral,3,,MIX,,34,,,,,,,,,,,,,,,,,,,,,9752478.126,9786817.808,12560161.9478,12462039.157,7598651.042400001,4398230.981
1589,170.8702,15.57,1157400.0,0,,0,neg_neutral,neutral,2,,NEG,,68,,,,,,,,,,,,,,,,,,,,,7547374.228,300550.967,0.0,0.0,0.0,554492.623
1590,175.9631,538.46,833800.0,0,,0,neg_neutral,neutral,2,,NEG,,33,,,,,,,,,,,,,,,,,,,,,30398175.854,0.0,0.0,0.0,3005641.822,27672394.89
1591,308.8636,514.67,596400.0,0,,0,neg_neutral,neutral,2,,NEG,,35,,,,,,,,,,,,,,,,,,,,,50253358.566,48113302.14,47907694.41,52906926.85,47519792.72,54982044.177
1592,462.1236,369.99,10104100.0,0,,0,mix_neutral,neutral,3,,MIX,,47,,,,,,,,,,,,,,,,,,,,,38283850.3,21047382.771,15908488.936,170954457.57999998,4980128.443899999,15052477.0708
1593,240.9106,518.92,314800.0,0,,0,neg_neutral,neutral,2,,NEG,,51,,,,,,,,,,,,,,,,,,,,,0.0,9814719.021,10439483.29,10372402.78,0.0,14873930.127
1594,594.1296,447.99,5823700.0,0,,0,neg_neutral,neutral,2,,NEG,,11,,,,,,,,,,,,,,,,,,,,,107058320.9,91641655.33,94438330.58,142002975.5,29013228.65,97322884.94
1595,175.9633,187.01,4742500.0,0,,0,neg_neutral,neutral,2,,NEG,,78,,,,,,,,,,,,,,,,,,,,,12834154.83,0.0,0.0,0.0,4462912.2756,0.0
1596,191.9359,534.52,1056200.0,0,,0,neg_neutral,neutral,2,,NEG,,31,,,,,,,,,,,,,,,,,,,,,13606113.135000002,0.0,4617768.916,0.0,19373088.48,0.0
1597,1202.8707,336.06,13520600.0,0,,0,mix_neutral,neutral,3,,MIX,,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,152143239.57999998,0.0
1598,124.9788,202.86,4052200.0,0,,0,pos_neutral,neutral,2,,POS,,42,,,,,,,,,,,,,,,,,,,,,0.0,4878754.462,0.0,3622358.602,0.0,0.0
1599,366.2404,278.63,150661900.0,0,,0,mix_neutral,neutral,6,,MIX,,12,Isomuronic acid|Muronic acid,384.275|367.2484,276.149994|274.311005,[M+NH4]+|[M+H]+,C21H34O5|C21H34O5,CC(=O)CCCCCCCCCCCCC[C@H]1OC(=O)C(=C1C(=O)O)C|CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(=O)O)C(=C)C(=O)O1,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)/t18-/m1/s1|InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18-19H,2-15H2,1H3,(H,23,24)/t18-,19?/m1/s1",KYSXDEQQOVVLIN-GOSISDBHSA-N|SKQHRBRVCRUFSX-MRTLOADZSA-N,Paraconic acids|Paraconic acids,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.96|0.56,14|14,0.2|0.4,,CNP0240323,366.2406,0.2,O=C(O)C1=C(C(=O)OC1CCCCCCCCCCCCCC(=O)C)C,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)",KYSXDEQQOVVLIN-UHFFFAOYSA-N,0.0,0.0,7342804.95412,1066161.0608,203556.9533,680446.0095
1600,206.1513,95.38,798900.0,0,,0,pos_neutral,neutral,2,,POS,,83,,,,,,,,,,,,,,,,,,,,,7830557.174,7825079.220000001,7888681.033000001,8180477.708000001,6630915.481000001,6422641.47
1601,826.504,318.57,2916400.0,0,,0,pos_neutral,neutral,2,,POS,,79,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,118680476.64
1602,352.1883,211.08,15569500.0,0,,0,mix_neutral,neutral,9,,MIX,,3,Acetylportentol,353.1964,210.977005,[M+H]+,C19H28O6,CC1C(OC2(C(C3C(C(=O)C2(C(=O)O3)C)C)C)C(C1OC(=O)C)C)C,"InChI=1S/C19H28O6/c1-8-12(5)25-19(10(3)14(8)23-13(6)20)11(4)15-9(2)16(21)18(19,7)17(22)24-15/h8-12,14-15H,1-7H3",CMTSHPFXBUQFIX-UHFFFAOYSA-N,Aliphatic and Cycloaliphatic Compounds,Thermo Q-Exactive Focus,0.99,15,1.6,,CNP0402944,352.1886,0.3,O=C1OC2C(C1=C)CCC3(C)C(O)CC(OC(=O)C(C)C)C(O)(C)C23,"InChI=1S/C19H28O6/c1-9(2)16(21)24-13-8-12(20)18(4)7-6-11-10(3)17(22)25-14(11)15(18)19(13,5)23/h9,11-15,20,23H,3,6-8H2,1-2,4-5H3",YGYSBQLMJKUNAW-UHFFFAOYSA-N,0.0,474894757.2619,0.0,0.0,0.0,0.0
1603,743.1992,443.36,18033700.0,0,,0,pos_neutral,neutral,2,,POS,,73,,,,,,,,,,,,,,,,,,,,,9600507.057,14586230.31,40669684.249,14860199.19,17819715.33943,24887922.646
1604,70.0539,179.08,1578400.0,0,,0,mix_neutral,neutral,4,,MIX,,19,,,,,,,,,,,,,,,,,,,,,14228669.975,8128140.2582,7236269.2926,6575743.793,5311110.756,6054658.957
1605,137.036,187.41,1853900.0,0,,0,pos_neutral,neutral,2,,POS,,29,,,,,,,,,,,,,,,,,,,,,83092265.21000001,0.0,0.0,0.0,0.0,0.0
1606,536.142,370.48,10481100.0,0,,0,pos_neutral,neutral,5,,POS,,8,,,,,,,,,,,,,,,,,,,,,6738715.3903,9360124.7484,18757793.237,13564035.57,15796008.136,17716604.752
1607,610.1605,399.8,17259700.0,0,,0,pos_neutral,neutral,5,,POS,,6,,,,,,,,,,,,,,,,,,,,,11872675.356299998,16762231.265000002,34011425.1896,15793509.356599998,22570093.4209,28964447.7362
1608,138.9804,505.34,6239100.0,0,,0,pos_neutral,neutral,3,,POS,,9,,,,,,,,,,,,,,,,,,,,,5440568.2013,32598906.941,6560904.358099999,6040503.303730001,37459082.629,36659183.008
1609,254.9368,505.62,1558400.0,0,,0,pos_neutral,neutral,2,,POS,,36,,,,,,,,,,,,,,,,,,,,,6683918.091,4306930.072,8609882.569,7972052.868000001,8866731.72,5582951.03
1610,344.2557,282.52,1362900.0,0,,0,mix_neutral,neutral,4,,MIX,,26,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,24571420.288,0.0
1611,757.2157,465.63,81562600.0,0,,0,pos_neutral,neutral,2,,POS,,13,,,,,,,,,,,,,,,,,,,,,31352091.65483,807323761.144,555084842.0979999,7725493.674400001,17093094.564,373804211.364
1612,124.9787,246.54,3426100.0,0,,0,pos_neutral,neutral,2,,POS,,24,,,,,,,,,,,,,,,,,,,,,0.0,22227103.59,0.0,0.0,0.0,0.0
1613,460.3914,370.12,5593100.0,0,,0,mix_neutral,neutral,5,,MIX,,4,,,,,,,,,,,,,,,CNP0117652|CNP0200414|CNP0223305,460.3916|460.3916|460.3916,0.2|0.2|0.2,OC1CCC2(C)C(CCC3(C)C2CCC4C(CCC43C)C5(OC(CC5)C(O)(C)C)C)C1(C)C|OCC(=CCCC(=CCCC(=CCCC1C(O)(C)CCC2C(C)(C)C(O)CCC12C)C)C)C|OCC12CCC(C)(C)CC2C3(C)CCC4(C)C(CCC5(C)C(C)C(O)C(O)CC54)C3(C)CC1,"InChI=1S/C30H52O3/c1-25(2)21-12-17-29(7)22(27(21,5)15-13-23(25)31)10-9-19-20(11-16-28(19,29)6)30(8)18-14-24(33-30)26(3,4)32/h19-24,31-32H,9-18H2,1-8H3|InChI=1S/C30H52O3/c1-22(13-9-15-24(3)21-31)11-8-12-23(2)14-10-16-26-29(6)19-18-27(32)28(4,5)25(29)17-20-30(26,7)33/h11,14-15,25-27,31-33H,8-10,12-13,16-21H2,1-7H3|InChI=1S/C30H52O3/c1-19-24(33)20(32)16-22-26(19,4)9-8-21-27(22,5)11-12-29(7)23-17-25(2,3)10-14-30(23,18-31)15-13-28(21,29)6/h19-24,31-33H,8-18H2,1-7H3",RQBNSDSKUAGBOI-UHFFFAOYSA-N|KKOJENOIJUTRDK-UHFFFAOYSA-N|CYNMAFQVEXSZRH-UHFFFAOYSA-N,0.0,0.0,0.0,70594308.233,0.0,0.0
1614,124.9786,504.01,36821000.0,0,,0,pos_neutral,neutral,2,,POS,,49,,,,,,,,,,,,,,,,,,,,,49652735.33,52755613.88,46708659.72,51625639.23,54370356.19,62939763.29000001
1615,388.1042,293.11,1048200.0,0,,0,pos_neutral,neutral,4,,POS,,23,,,,,,,,,,,,,,,,,,,,,827438.536,1170686.1965,1507164.1071,1026534.4401,2989443.5607000003,1697028.045
1616,636.2975,356.27,13261000.0,0,,0,pos_neutral,neutral,4,,POS,,20,,,,,,,,,,,,,,,,,,,,,1673430.39974,1151631.7713,981658.4634,1532231.71461,1437017.68759,2826660.3709
1617,462.1229,334.75,4551100.0,0,,0,pos_neutral,neutral,4,,POS,,16,,,,,,,,,,,,,,,,,,,,,3488321.4836,3468500.516,7852113.009,4022986.415,0.0,9121692.199
1618,216.0993,89.28,13975400.0,0,,0,pos_neutral,neutral,4,,POS,,14,,,,,,,,,,,,,,,CNP0274332|CNP0391227,216.0998|216.0998,0.5|0.5,O=C1OCC(CO)C2CC(O)C(O)(C)C12|O=C1OC(C)C(O)C=C1C(OC)C(O)C,"InChI=1S/C10H16O5/c1-10(14)7(12)2-6-5(3-11)4-15-9(13)8(6)10/h5-8,11-12,14H,2-4H2,1H3|InChI=1S/C10H16O5/c1-5(11)9(14-3)7-4-8(12)6(2)15-10(7)13/h4-6,8-9,11-12H,1-3H3",CCTSZLOYMHLMHP-UHFFFAOYSA-N|HPKIOTFRXLRBAB-UHFFFAOYSA-N,4771132.192,7628807.186000001,4670624.678,4929394.46,66340974.36,12646452.2994
1619,518.1318,457.21,43520000.0,0,,0,pos_neutral,neutral,3,,POS,,13,,,,,,,,,,,,,,,,,,,,,12909973.07,27597899.77908,12292625.52,20452547.33,237159498.0942,74048457.3758
1620,662.4468,483.3,2898100.0,0,,0,pos_neutral,neutral,3,,POS,,45,,,,,,,,,,,,,,,,,,,,,7410484.354,8167299.078,8178768.313999999,8219381.160999999,11652541.522,8096469.366
1621,314.0855,245.61,1230500.0,0,,0,pos_neutral,neutral,3,,POS,,25,,,,,,,,,,,,,,,,,,,,,0.0,33200.1201,0.0,0.0,675872.36407,936020.78216
1622,220.1458,255.58,552600.0,0,,0,pos_neutral,neutral,3,,POS,,27,,,,,,,,,,,,,,,CNP0313145|CNP0168960|CNP0207151,220.1463|220.1463|220.1463,0.5|0.5|0.5,O=C1C2OC2C3(C)CCCC(C)(C)C43CC14|O=C1C=C2CCC(C(=C)C)CC2C(C)C1O|O=C(C#C)C=C1OC(CCC1)CCCCC,"InChI=1S/C14H20O2/c1-12(2)5-4-6-13(3)11-10(16-11)9(15)8-7-14(8,12)13/h8,10-11H,4-7H2,1-3H3|InChI=1S/C14H20O2/c1-8(2)10-4-5-11-7-13(15)14(16)9(3)12(11)6-10/h7,9-10,12,14,16H,1,4-6H2,2-3H3|InChI=1S/C14H20O2/c1-3-5-6-8-13-9-7-10-14(16-13)11-12(15)4-2/h2,11,13H,3,5-10H2,1H3",VIYHCJCTDHYTAS-UHFFFAOYSA-N|AUWWCTMETLOZSD-UHFFFAOYSA-N|SODAWQYBFIAKRW-UHFFFAOYSA-N,1368325.8080000002,1496860.365,1463035.1919999998,1435607.618,3063431.8836000003,1474840.9530000002
1623,183.9782,504.95,25154800.0,0,,0,pos_neutral,neutral,2,,POS,,9,,,,,,,,,,,,,,,,,,,,,51019092.191,46685175.46,57212625.963,52554257.559,52043161.376,43340231.97
1624,318.2764,322.28,455100.0,0,,0,pos_neutral,neutral,2,,POS,,65,,,,,,,,,,,,,,,,,,,,,2403824.276,3259869.8868,2150921.858,2231528.014,0.0,0.0
1625,151.0517,217.43,1214500.0,0,,0,pos_neutral,neutral,2,,POS,,39,,,,,,,,,,,,,,,,,,,,,28962544.571,0.0,0.0,0.0,0.0,0.0
1626,832.753,500.06,3065400.0,0,,0,pos_neutral,neutral,2,,POS,,52,,,,,,,,,,,,,,,,,,,,,34425033.48,42151904.74,0.0,15664152.624,0.0,0.0
1627,157.9536,32.34,1980600.0,0,,0,pos_neutral,neutral,2,,POS,,71,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7530347.179399999,11531668.44
1628,858.7672,501.11,6042700.0,0,,0,pos_neutral,neutral,2,,POS,,53,,,,,,,,,,,,,,,,,,,,,29002637.15,36086054.22,0.0,34296102.632,0.0,18057787.12
1629,272.9096,505.96,5796900.0,0,,0,pos_neutral,neutral,2,,POS,,56,,,,,,,,,,,,,,,,,,,,,14308145.965999998,13582664.931,15527999.348,14132296.676,15216460.453,16270023.667
1630,520.1107,412.22,2046400.0,0,,0,pos_neutral,neutral,2,,POS,,61,,,,,,,,,,,,,,,,,,,,,587415.44203,1218232.004,2284328.9952,1491486.0742,2568240.4447000003,2705985.4014
1631,280.0254,187.05,1320500.0,0,,0,pos_neutral,neutral,2,,POS,,67,,,,,,,,,,,,,,,,,,,,,31350268.02,0.0,0.0,0.0,0.0,0.0
1632,157.9538,203.11,679700.0,0,,0,pos_neutral,neutral,2,,POS,,60,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2459756.433,0.0,0.0
1633,248.1983,184.59,393100.0,0,,0,pos_neutral,neutral,2,,POS,,63,,,,,,,,,,,,,,,,,,,,,0.0,787856.90446,0.0,0.0,128369.6985,0.0
1634,157.9536,19.99,2319900.0,0,,0,pos_neutral,neutral,2,,POS,,32,,,,,,,,,,,,,,,,,,,,,16945772.302,2231035.855,1872810.942,1948965.137,1810651.229,2044217.716
1635,362.7819,513.75,1230200.0,0,,0,pos_neutral,neutral,2,,POS,,69,,,,,,,,,,,,,,,,,,,,,25081003.473,25236175.957,25652420.836000003,24459907.405,16037752.09,26282250.65
1636,286.881,512.07,5300900.0,0,,0,pos_neutral,neutral,2,,POS,,77,,,,,,,,,,,,,,,,,,,,,71782169.67,72233022.83,74121711.68,73332372.75,29329047.1271,75838473.41
1637,286.214,311.79,610100.0,0,,0,pos_neutral,neutral,2,,POS,,44,,,,,,,,,,,,,,,CNP0158089,286.2144,0.4,OCC(OC)(C)C1CCC(O)(C)C2CCC(O)(C)C2C1,"InChI=1S/C16H30O4/c1-14(18)7-5-11(16(3,10-17)20-4)9-13-12(14)6-8-15(13,2)19/h11-13,17-19H,5-10H2,1-4H3",ZQKHJAAYIFIRJZ-UHFFFAOYSA-N,200357.14446,208053.19568,215789.19274,201827.0875,310117.73795,71399.55312000001
1638,123.0796,504.97,3420700.0,0,,0,pos_neutral,neutral,2,,POS,,80,,,,,,,,,,,,,,,,,,,,,5699698.545,4479462.88,6760572.298,8406111.92,3745104.362,6091153.292
1639,124.9786,329.85,18271300.0,0,,0,pos_neutral,neutral,2,,POS,,54,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,16981386.462,0.0
1640,135.0924,213.98,13454200.0,0,,0,mix_neutral,neutral,3,,MIX,,3,,,,,,,,,,,,,,,,,,,,,0.0,858613427.841,0.0,0.0,0.0,0.0
1641,162.0312,141.31,4445400.0,0,,0,pos_neutral,neutral,2,,POS,,55,,,,,,,,,,,,,,,,,,,,,38866907.609,40059448.282,38524745.793,39505317.772,40110622.502,39137690.007
1642,458.2949,414.36,722100.0,0,,0,pos_neutral,neutral,2,,POS,,64,,,,,,,,,,,,,,,,,,,,,2125857.369,1997535.414,1918614.925,1789115.008,2089179.459,2884443.4582
1643,162.0314,247.65,1356200.0,0,,0,pos_neutral,neutral,2,,POS,,57,,,,,,,,,,,,,,,,,,,,,0.0,3859445.4943,0.0,0.0,0.0,0.0
1644,184.1455,339.38,72132000.0,0,,0,pos_neutral,neutral,2,,POS,,0,,,,,,,,,,,,,,,CNP0295531|CNP0354821|CNP0284654,184.1463|184.1463|184.1463,0.8|0.8|0.8,O=C(OCCC=CCC)CC(C)C|O=C(O)C(=CC(C)CC(C)CC)C|O=C(OC)C(C)CCCC=C(C)C,"InChI=1S/C11H20O2/c1-4-5-6-7-8-13-11(12)9-10(2)3/h5-6,10H,4,7-9H2,1-3H3|InChI=1S/C11H20O2/c1-5-8(2)6-9(3)7-10(4)11(12)13/h7-9H,5-6H2,1-4H3,(H,12,13)|InChI=1S/C11H20O2/c1-9(2)7-5-6-8-10(3)11(12)13-4/h7,10H,5-6,8H2,1-4H3",AIQLNKITFBJPFO-UHFFFAOYSA-N|JFYAXXZUKVGZAG-UHFFFAOYSA-N|PCSUEYYJYRJKHF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1119344487.71,0.0
1645,124.9786,38.94,3629700.0,0,,0,pos_neutral,neutral,2,,POS,,41,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6009611.949,0.0
1646,356.2546,317.88,897000.0,0,,0,pos_neutral,neutral,2,,POS,,2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,27357346.48
1647,894.1634,435.57,1512400.0,0,,0,mix_neutral,neutral,2,,MIX,,101,,,,,,,,,,,,,,,,,,,,,6206867.187999999,4116219.409,11685645.045,5187369.663000001,1917884.792,1890719.941
1648,1026.1696,476.65,1051300.0,0,,0,mix_neutral,neutral,2,,MIX,,102,,,,,,,,,,,,,,,,,,,,,1919743.535,1162008.607,0.0,1443545.737,2913409.6476,3378622.5896
1649,816.1871,458.009,942300.0,0,,0,mix_neutral,neutral,3,,MIX,,103,,,,,,,,,,,,,,,,,,,,,1016983.942,2973827.291,4388219.7775,4261418.865,815624.2751,4453898.0409
1650,286.2156,250.061,1601300.0,0,,0,mix_neutral,neutral,2,,MIX,,104,,,,,,,,,,,,,,,,,,,,,0.0,19219103.008300003,128865.8501,132383.755,0.0,300051.0988
1651,182.0577,127.027,9711000.0,0,,0,mix_neutral,neutral,2,,MIX,,105,,,,,,,,,,,,,,,CNP0072749|CNP0290123|CNP0129176,182.0579|182.0579|182.0579,0.2|0.2|0.2,O=C(C)C(O)C=1C=C(O)C=C(O)C1|O=C(C=1C(O)=CC=C(O)C1OC)C|OC=1C=C(C(OC)=C2OCOC12)C,"InChI=1S/C9H10O4/c1-5(10)9(13)6-2-7(11)4-8(12)3-6/h2-4,9,11-13H,1H3|InChI=1S/C9H10O4/c1-5(10)8-6(11)3-4-7(12)9(8)13-2/h3-4,11-12H,1-2H3|InChI=1S/C9H10O4/c1-5-3-6(10)8-9(7(5)11-2)13-4-12-8/h3,10H,4H2,1-2H3",DZZMWMRUQKXALR-UHFFFAOYSA-N|WXOYSNLFYSJUDB-UHFFFAOYSA-N|ATGHTRRCJPLMNQ-UHFFFAOYSA-N,178311241.68899998,0.0,0.0,0.0,0.0,0.0
1652,834.197,457.566,16875800.0,0,,0,mix_neutral,neutral,2,,MIX,,106,,,,,,,,,,,,,,,,,,,,,24698478.67,29330389.138,41891226.935,35410862.86,27186888.819,45647728.887
1653,179.9834,511.254,1488300.0,0,,0,mix_neutral,neutral,2,,MIX,,107,,,,,,,,,,,,,,,,,,,,,33724363.53,35473806.13,35664822.07,40309014.52,23148682.27,21862319.01
